ID_ENCUESTA;ID_VEHICULO;TIPOVEHICULO;COMBUSTIBLE;MUNICIPIO_MATRICULA;PERTENECE_VEHICULO;PERSONA_DUENOVEHICULO;EXENTO_PICOYPLACA;RAZON_EXENTO;DONDE_GUARDAVEHICULO;VALOR_PARQUEO
18591887;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18591890;1;Moto;Solo gasolina;SOCORRO SANTANDER;S;S;S;;Garaje/parqueadero propio;
18592029;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592131;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592132;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592136;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18592137;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592201;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592202;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18592203;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592233;1;Moto;Solo gasolina;286;S;S;S;;Garaje/parqueadero propio;
18592304;1;Moto;Solo gasolina;FUNZA;S;S;N;vacio;Garaje/parqueadero propio;
18592305;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592310;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Transporte especial;Garaje/parqueadero propio;
18592367;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18592397;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592400;1;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18592541;1;Taxi;GNV;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18592545;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592573;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592573;2;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18592573;3;Moto;Solo gasolina;BOGOTA;;;S;;Garaje/parqueadero propio;
18592709;1;Automovil;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592745;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18592745;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18592748;1;Moto;Solo gasolina;CUNDINAMARCA;;;S;;Garaje/parqueadero propio;
18592750;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18592750;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18592752;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592832;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592835;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18592916;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18593031;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18593038;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18593038;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18593082;1;Automovil;Solo gasolina;LA VIRGINIA;S;;S;Discapacidad fisica;Garaje/parqueadero propio;
18593354;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18593354;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18593366;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18593511;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18594810;1;Automovil;Solo gasolina;BOGOTA;N;;N;vacio;Garaje/parqueadero propio;
18594947;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18596213;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18596213;2;Moto;Solo gasolina;286;S;;S;Blindaje;Garaje/parqueadero propio;
18597630;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18597632;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18598313;1;Moto;Solo gasolina;FUNZA;S;S;S;;Garaje/parqueadero propio;
18598624;1;Taxi;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18598626;1;Automovil;Diesel;SOACHA;S;S;S;Empresa de servicios publicos;Garaje/parqueadero propio;
18599125;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18390069;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18391039;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18391806;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18391806;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18391808;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18393182;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18394486;1;Bicicleta a Motor (Adultos);Electrico;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18395251;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18468122;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18473730;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18473973;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18473973;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18475186;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18475430;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18475482;1;Automovil;Solo gasolina;BOGOTA;N;;N;vacio;Garaje/parqueadero propio;
18475974;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18476062;1;Automovil;GNV y gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18477030;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18477032;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18477470;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18477479;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18477573;1;Moto;Solo gasolina;BOGOTA;;;S;;Garaje/parqueadero propio;
18477771;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18477829;1;Campero;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18478888;1;Automovil;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18478890;1;Automovil;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18478892;1;Campero;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479006;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18479009;1;Otro;Solo gasolina;MINI VAN CHANA;S;;N;vacio;Garaje/parqueadero propio;
18479287;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479287;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479287;3;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18479458;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18479537;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479538;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479539;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479579;1;Automovil;Solo gasolina;CUNDINAMARCA;S;S;S;;Garaje/parqueadero propio;
18479579;2;Moto;Solo gasolina;CUNDIMARCA;S;S;N;vacio;Garaje/parqueadero propio;
18479693;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18479698;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18479780;1;Moto;Solo gasolina;GIRARDOT;S;N;S;;Garaje/parqueadero propio;
18479781;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18479781;2;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18479793;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18479817;1;Moto;Solo gasolina;CUNDINAMARCA;S;S;N;vacio;Garaje/parqueadero propio;
18480184;2;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18480191;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18480191;2;Moto;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18480271;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18480361;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18480361;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18480364;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18480758;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18480758;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18480851;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18480853;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18480853;2;Campero;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18480860;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18481499;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18481526;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18488367;1;Moto;Solo gasolina;BOGOTA;N;;N;vacio;Garaje/parqueadero propio;
18494472;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18495434;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18495951;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18495951;2;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18496885;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18497470;1;Automovil;Solo gasolina;CUNDINAMARCA;S;S;N;vacio;Garaje/parqueadero propio;
18497471;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18499137;1;Moto;Solo gasolina;MOSQUERA;S;N;S;;Garaje/parqueadero propio;
18504384;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18506803;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18507418;1;Moto;Solo gasolina;CHAPARRAL;S;S;S;;Garaje/parqueadero propio;
18507418;2;Otro;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18507420;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18507420;2;Campero;GNV;MOSQUERA;S;N;N;vacio;Garaje/parqueadero propio;
18508623;1;Moto;Solo gasolina;1101;S;S;S;;Garaje/parqueadero propio;
18508884;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18508889;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18508892;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18508896;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18509493;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18509655;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18509934;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18509938;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18510246;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18510254;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18510256;1;Automovil;Solo gasolina;SOACHA;S;;N;vacio;Garaje/parqueadero propio;
18510260;2;Moto;Solo gasolina;NS;S;S;S;;Garaje/parqueadero propio;
18510260;3;Moto;Solo gasolina;FUSA;S;;S;;Garaje/parqueadero propio;
18510540;1;Automovil;Solo gasolina;BOGOTA;N;;N;vacio;Garaje/parqueadero propio;
18510540;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18510843;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18511790;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512059;1;Automovil;GNV y gasolina;1BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512060;1;Automovil;Solo gasolina;899;S;S;N;vacio;Garaje/parqueadero propio;
18512083;1;Moto;Solo gasolina;BOGOTA;S;S;S;Servicios de escolta;Garaje/parqueadero propio;
18512115;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512121;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512124;1;Microbus colectivo;Diesel;473;S;S;S;Cuerpo Diplomatico;Garaje/parqueadero propio;
18512129;2;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18512232;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512236;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512783;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18512784;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18512940;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512945;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18512946;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18512947;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18512981;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18512983;1;Campero;Solo gasolina;CERETE;S;S;S;;Garaje/parqueadero propio;
18513077;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18513078;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18513625;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18513626;1;Automovil;Solo gasolina;175;S;S;N;vacio;Garaje/parqueadero propio;
18513894;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18513952;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18513952;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18514155;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18514155;2;Moto;Solo gasolina;HONDA;S;S;S;;Garaje/parqueadero propio;
18514178;1;Automovil;Solo gasolina;BUCARAMANGA;S;S;N;vacio;Garaje/parqueadero propio;
18514179;1;Moto;Solo gasolina;CALERA;S;S;S;;Garaje/parqueadero propio;
18514252;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18514252;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18514508;1;Automovil;GNV y gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18514519;1;Pick Up;Solo gasolina;MOSQUERA;S;S;S;;Garaje/parqueadero propio;
18514535;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18514535;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18514535;3;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18514716;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18514888;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18515380;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18515382;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18515382;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18515386;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18516197;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18516198;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18516200;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18516202;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18516202;2;Campero;Solo gasolina;CAQUETA;S;;N;vacio;Garaje/parqueadero propio;
18520172;1;Campero;Solo gasolina;BOGOTA;S;S;S;Transporte especial;Garaje/parqueadero propio;
18521437;1;Automovil;GNV;269;S;S;N;vacio;Garaje/parqueadero propio;
18522950;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18526231;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18526232;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18526232;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18527563;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18527565;1;Automovil;Solo gasolina;ZIPAQUIRA;;;N;vacio;Garaje/parqueadero propio;
18528471;1;Automovil;Solo gasolina;754;S;S;N;vacio;Garaje/parqueadero propio;
18528474;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18534078;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18534097;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18534125;1;Moto;Solo gasolina;ACACIAS META;S;;S;;Garaje/parqueadero propio;
18539736;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18539737;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18539737;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18539737;3;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18539999;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18540000;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18540359;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18540419;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18540427;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18540436;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18540834;1;Camion;GNV y gasolina;FUNZA;S;N;S;;Garaje/parqueadero propio;
18540863;1;Moto;Solo gasolina;BOGOTA;S;S;S;Empresa de servicios publicos;Garaje/parqueadero propio;
18541238;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18541387;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18541405;1;Automovil;Solo gasolina;1101;S;S;N;vacio;Garaje/parqueadero propio;
18541405;2;Automovil;Solo gasolina;175;S;;N;vacio;Garaje/parqueadero propio;
18541407;1;Automovil;Diesel;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18541408;1;Automovil;GNV y gasolina;175;;;S;;Garaje/parqueadero propio;
18541673;1;Moto;Solo gasolina;1001;S;S;N;vacio;Garaje/parqueadero propio;
18541913;1;Taxi;GNV;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18541914;1;Moto;Solo gasolina;VILLAVICENCIO;S;S;S;;Garaje/parqueadero propio;
18541997;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18542147;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18542147;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18542149;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18542151;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18542155;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18542158;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18542199;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18542273;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18542865;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18542870;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18543004;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18543004;2;Moto;Solo gasolina;BOGOTA;;;S;;Garaje/parqueadero propio;
18543022;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
18543022;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18543023;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18543048;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18543061;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18543069;1;Automovil;GNV y gasolina;1100;S;S;N;vacio;Garaje/parqueadero propio;
18543155;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18543205;1;Moto;Solo gasolina;CALERA;S;S;N;vacio;Garaje/parqueadero propio;
18543209;1;Automovil;Solo gasolina;CALI;S;S;N;vacio;Garaje/parqueadero propio;
18543252;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18599146;1;Campero;Diesel;MONIQUIRA;;;N;vacio;Garaje/parqueadero propio;
18599148;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18599605;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18599607;1;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18599608;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18599608;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18599609;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18601144;1;Automovil;Solo gasolina;FACA;;;N;vacio;Garaje/parqueadero propio;
18601150;1;Automovil;GNV;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
18601150;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18602668;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18604092;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18604092;3;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18606541;1;Moto;Solo gasolina;BOGOTA;;;S;;Garaje/parqueadero propio;
18606657;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18606674;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18606677;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18606677;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
18606905;1;Campero;Solo gasolina;BOGOTA;S;S;S;Transporte especial;Garaje/parqueadero propio;
18606905;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18606921;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
18606928;1;Moto;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
18606938;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18607641;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18607721;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18607721;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18607722;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18607722;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18607723;1;Automovil;Solo gasolina;FUSA;S;S;N;vacio;Garaje/parqueadero propio;
18607723;2;Automovil;Solo gasolina;CALI;S;N;N;vacio;Garaje/parqueadero propio;
18607723;3;Automovil;Solo gasolina;MOSQUERA;S;;N;vacio;Garaje/parqueadero propio;
18607723;4;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
18608351;1;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18608353;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18608355;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
18608355;2;Moto;Solo gasolina;LA CALERA;S;N;S;;Garaje/parqueadero propio;
18608511;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18608568;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18608945;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18608946;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
18609120;1;Automovil;Solo gasolina;ARMENIA;S;S;N;vacio;Garaje/parqueadero propio;
