"Latitud";"Longitud";"Numero_Intersecciones";"LTS";"ID_Nodo"
4.6489079;-74.0547449;2;1;8186
4.6489099;-74.1011;2;2;8187
4.6489135;-74.0856814;2;1;8188
4.6489169;-74.0976749;2;2;8189
4.6489203;-74.0705621;4;2;8190
4.6489215;-74.0532004;2;1;8191
4.6489226;-74.0785719;2;4;8192
4.6489253;-74.0923697;2;2;8193
4.6489302;-74.0542607;2;1;8194
4.6489304;-74.1061359;2;3;8195
4.6489338;-74.0616026;2;4;8196
4.6489364;-74.0913105;3;1;8197
4.6489412;-74.0729003;2;4;8198
4.6489469;-74.0923293;2;2;8199
4.6489469;-74.078291;2;3;8200
4.6489525;-74.1008838;2;4;8201
4.6489536;-74.0839662;2;1;8202
4.6489549;-74.0691939;2;2;8203
4.6489573;-74.1057501;2;4;8204
4.6489602;-74.0854843;2;3;8205
4.6489606;-74.0922782;3;2;8206
4.6489642;-74.1011742;2;2;8207
4.6489642;-74.064165;3;2;8208
4.648969;-74.1014964;2;2;8209
4.6489746;-74.0938725;3;2;8210
4.648975;-74.0616114;2;4;8211
4.6489765;-74.0766417;2;2;8212
4.6489869;-74.0658879;3;2;8213
4.6489881;-74.0509637;2;1;8214
4.648991;-74.101232;2;2;8215
4.6489934;-74.102054;2;2;8216
4.6489963;-74.0857713;2;1;8217
4.6490046;-74.0705967;4;2;8218
4.6490086;-74.1013687;2;2;8219
4.6490092;-74.0616088;4;4;8220
4.64901;-74.0788043;3;4;8221
4.6490172;-74.0648775;3;2;8222
4.6490182;-74.068548;2;2;8223
4.6490243;-74.0646518;3;2;8224
4.6490335;-74.0591221;2;4;8225
4.649035;-74.0563842;3;2;8226
4.6490364;-74.0691993;2;2;8227
4.6490436;-74.0616142;2;4;8228
4.6490473;-74.0791655;2;2;8229
4.6490495;-74.074354;4;2;8230
4.6490511;-74.0765563;2;2;8231
4.6490646;-74.0905367;4;2;8232
4.6490697;-74.0873213;2;1;8233
4.6490705;-74.0858491;2;1;8234
4.6490706;-74.1059678;2;3;8235
4.6490726;-74.0616351;2;4;8236
4.6490767;-74.0795278;2;2;8237
4.6490882;-74.1006254;2;3;8238
4.6490886;-74.0685481;3;4;8239
4.6490897;-74.0531336;2;1;8240
4.6490918;-74.0616685;2;4;8241
4.6490922;-74.0546818;2;1;8242
4.6490932;-74.0787983;2;4;8243
4.649099;-74.0605023;4;4;8244
4.6491043;-74.1009334;3;4;8245
4.6491056;-74.0617394;2;4;8246
4.6491086;-74.0692113;2;2;8247
4.6491157;-74.1058699;2;4;8248
4.64912;-74.085896;2;1;8249
4.6491235;-74.0926413;3;2;8250
4.6491243;-74.0618368;2;4;8251
4.6491273;-74.0729681;2;4;8252
4.6491453;-74.0676866;2;4;8253
4.6491471;-74.0677811;4;4;8254
4.6491538;-74.0676089;2;4;8255
4.6491548;-74.0698217;2;2;8256
4.6491609;-74.0697447;2;1;8257
4.6491654;-74.0859195;2;1;8258
4.6491665;-74.0675128;2;4;8259
4.6491676;-74.0588586;2;4;8260
4.6491707;-74.0668811;4;2;8261
4.6491824;-74.0845499;3;2;8262
4.6491824;-74.0685546;2;2;8263
4.6491825;-74.0674018;2;4;8264
4.6491851;-74.092586;3;2;8265
4.6491914;-74.0658526;3;2;8266
4.6491956;-74.06704;2;1;8267
4.6491957;-74.0673077;3;4;8268
4.6491963;-74.0507647;2;2;8269
4.6491982;-74.0692288;2;2;8270
4.6492016;-74.0589156;2;4;8271
4.6492018;-74.0542911;2;1;8272
4.6492026;-74.0671267;2;1;8273
4.6492032;-74.0672226;2;4;8274
4.6492042;-74.0729431;2;4;8275
4.6492099;-74.0590328;3;4;8276
4.6492109;-74.0859362;2;1;8277
4.6492152;-74.0589859;2;2;8278
4.6492154;-74.0589516;2;4;8279
4.6492212;-74.0530617;2;1;8280
4.6492225;-74.1014737;2;2;8281
4.6492228;-74.0826669;1;1;8282
4.6492276;-74.0853918;2;3;8283
4.6492277;-74.0698347;3;2;8284
4.6492392;-74.0800608;2;1;8285
4.6492406;-74.0591309;3;4;8286
4.649245;-74.0546226;2;1;8287
4.6492496;-74.0697884;3;2;8288
4.6492509;-74.0832555;2;2;8289
4.6492568;-74.075637;3;4;8290
4.6492586;-74.0538229;1;1;8291
4.6492629;-74.1010392;2;4;8292
4.6492792;-74.0859763;2;1;8293
4.6492825;-74.0933945;3;1;8294
4.6492917;-74.0626846;2;4;8295
4.6492922;-74.0574046;4;4;8296
4.6492983;-74.0507268;2;2;8297
4.6493003;-74.101324;2;2;8298
4.6493123;-74.0627892;2;4;8299
4.6493138;-74.1065768;2;4;8300
4.6493138;-74.068573;2;2;8301
4.6493158;-74.1060346;2;4;8302
4.6493161;-74.0508601;2;1;8303
4.6493214;-74.0833342;2;2;8304
4.6493291;-74.087087;2;1;8305
4.6493373;-74.069843;5;2;8306
4.6493428;-74.0552945;3;1;8307
4.6493439;-74.0809948;3;3;8308
4.64934801146442;-74.1064806180253;3;4;8309
4.6493605;-74.0677483;2;4;8310
4.6493646;-74.0542705;2;1;8311
4.6493668;-74.1008151;2;3;8312
4.649367;-74.0506936;2;2;8313
4.6493682;-74.1012455;2;2;8314
4.6493711;-74.0529782;2;1;8315
4.6493832;-74.0909892;3;1;8316
4.64939288641868;-74.1065176601253;2;4;8317
4.649401;-74.05083;2;1;8318
4.6494129;-74.1064308;2;4;8319
4.6494169;-74.0610255;3;2;8320
4.6494176;-74.0746617;3;2;8321
4.6494247;-74.073921;2;2;8322
4.6494281;-74.0692905;4;2;8323
4.6494304;-74.0722748;2;2;8324
4.6494308;-74.0782486;2;3;8325
4.6494344;-74.0506512;2;2;8326
4.6494427;-74.0508083;2;1;8327
4.6494443;-74.0634578;2;4;8328
4.6494559;-74.0727143;3;4;8329
4.6494587;-74.0635309;4;4;8330
4.6494624;-74.0723808;2;1;8331
4.6494654;-74.0686121;2;2;8332
4.649466;-74.0612443;2;2;8333
4.6494707;-74.1005838;2;3;8334
4.6494789;-74.1011937;3;4;8335
4.649479;-74.0836922;2;1;8336
4.6494813;-74.0698942;2;2;8337
4.6494853;-74.0738612;4;2;8338
4.6494895;-74.0645596;2;2;8339
4.649495;-74.1061645;2;4;8340
4.6494968;-74.0507774;3;2;8341
4.6494989;-74.0647902;2;2;8342
4.6495067;-74.0728358;3;4;8343
4.6495071;-74.0505942;2;2;8344
4.6495176;-74.0693173;4;2;8345
4.649522;-74.0611985;3;2;8346
4.6495246;-74.0577843;2;2;8347
4.6495249;-74.0542179;2;1;8348
4.64952972836125;-74.1063410802605;3;4;8349
4.6495319;-74.090213;4;3;8350
4.6495392;-74.0507448;2;1;8351
4.6495433;-74.07588;3;4;8352
4.6495463;-74.0738055;2;2;8353
4.6495492;-74.0814451;2;2;8354
4.6495504;-74.081414;2;2;8355
4.6495524;-74.1003775;2;3;8356
4.6495525;-74.0836681;1;1;8357
4.6495538;-74.0578174;2;2;8358
4.6495548;-74.1061807;2;4;8359
4.6495626;-74.0505372;2;2;8360
4.6495631;-74.0813832;2;2;8361
4.6495664;-74.0556436;1;1;8362
4.6495754;-74.056796;1;1;8363
4.64957730060049;-74.1063797574134;2;4;8364
4.6495785;-74.081353;2;2;8365
4.6495824;-74.0578324;2;2;8366
4.6495833;-74.0507064;2;1;8367
4.6495882;-74.0647732;4;4;8368
4.6495939;-74.0784999;2;4;8369
4.6495999;-74.0813309;2;2;8370
4.6496001;-74.0647038;2;4;8371
4.6496055;-74.0737647;2;2;8372
4.6496077;-74.1061812;2;4;8373
4.6496099;-74.0648881;2;4;8374
4.6496151;-74.0922721;4;2;8375
4.6496151;-74.0578399;2;2;8376
4.6496205;-74.0645846;2;4;8377
4.6496225;-74.0506647;2;1;8378
4.6496234;-74.0504616;2;2;8379
4.6496295;-74.0645319;5;4;8380
4.6496323;-74.0813086;2;2;8381
4.649636;-74.068659;4;4;8382
4.6496362;-74.0863324;2;1;8383
4.6496363;-74.0782326;2;3;8384
4.6496367;-74.094945;2;4;8385
4.6496395;-74.0645812;2;4;8386
4.6496432;-74.0578393;2;2;8387
4.6496464;-74.0650809;2;4;8388
4.6496488;-74.0787583;3;4;8389
4.6496623;-74.0646941;2;4;8390
4.6496649;-74.0737375;2;2;8391
4.6496661;-74.0897194;3;4;8392
4.6496663;-74.0791272;2;2;8393
4.6496746;-74.0647548;4;4;8394
4.6496807;-74.0505962;2;1;8395
4.6496821;-74.0544723;2;1;8396
4.6496834;-74.0863962;3;2;8397
4.6496839;-74.0503644;2;2;8398
4.6496888;-74.1013198;2;4;8399
4.6497003;-74.0578157;2;2;8400
4.6497014;-74.0864881;2;2;8401
4.6497067;-74.0699897;3;2;8402
4.6497078;-74.0537329;2;1;8403
4.6497181;-74.0864184;2;2;8404
4.6497192;-74.1010546;2;3;8405
4.6497193;-74.0726423;2;4;8406
4.6497236;-74.0693854;2;2;8407
4.649726;-74.0686904;3;1;8408
4.6497261;-74.0900799;2;2;8409
4.6497339;-74.0843393;3;2;8410
4.6497342;-74.0865518;2;2;8411
4.6497369;-74.0897585;2;2;8412
4.6497395;-74.0727726;2;4;8413
4.6497412;-74.0737176;4;2;8414
4.6497414;-74.0760415;3;4;8415
4.6497417;-74.0559033;3;2;8416
4.6497462;-74.0864358;2;2;8417
4.6497562;-74.0544538;2;1;8418
4.6497592;-74.0570534;3;4;8419
4.649764;-74.0527443;2;1;8420
4.6497706;-74.1061561;3;4;8421
4.6497721;-74.0587216;2;4;8422
4.6497733;-74.0657517;4;4;8423
4.6497758;-74.0653266;2;4;8424
4.6497845;-74.060062;4;4;8425
4.6497857;-74.0749706;4;4;8426
4.6497933;-74.0897793;2;2;8427
4.649797;-74.0504277;2;1;8428
4.6497983;-74.0866235;3;2;8429
4.6497993;-74.065646;2;2;8430
4.6498037;-74.0799859;2;3;8431
4.649807;-74.0655861;2;2;8432
4.6498112;-74.0655085;3;4;8433
4.6498154;-74.1008115;2;3;8434
4.6498159;-74.0588079;3;4;8435
4.6498173;-74.0706601;3;1;8436
4.649823;-74.0482815;1;1;8437
4.6498287;-74.0655828;2;4;8438
4.6498318;-74.0824467;2;2;8439
4.6498362;-74.0694051;2;2;8440
4.6498365;-74.0544476;2;1;8441
4.6498372;-74.0537187;2;1;8442
4.649838;-74.0832646;2;2;8443
4.6498415;-74.0549697;3;1;8444
4.6498437;-74.089796;2;2;8445
4.649849;-74.0656277;2;1;8446
4.6498552;-74.0899941;3;3;8447
4.6498592;-74.0824728;2;2;8448
4.6498607;-74.0700259;2;2;8449
4.6498632;-74.0865579;2;2;8450
4.6498669;-74.0617661;3;2;8451
4.6498681;-74.070964;3;4;8452
4.6498682;-74.0656517;2;1;8453
4.6498697;-74.0946942;1;1;8454
4.6498724;-74.0658091;2;4;8455
4.6498724;-74.065764;2;4;8456
4.6498751;-74.1005848;2;3;8457
4.6498796;-74.0957141;3;1;8458
4.6498823;-74.0657334;2;4;8459
4.6498848;-74.0540307;2;1;8460
4.649887;-74.0824911;2;2;8461
4.6498871;-74.0842787;2;2;8462
4.6498871;-74.0656653;2;1;8463
4.6498916;-74.0748387;2;4;8464
4.6498942;-74.0898079;2;2;8465
4.6498959;-74.065713;2;4;8466
4.6498965;-74.0569546;2;4;8467
4.6498992;-74.0725947;2;4;8468
4.6499054;-74.0656732;2;4;8469
4.6499083;-74.0657023;2;4;8470
4.6499095;-74.0537111;3;1;8471
4.6499113;-74.0962352;2;2;8472
4.6499131;-74.0544513;2;1;8473
4.649915;-74.0743024;3;2;8474
4.6499193;-74.0825017;2;2;8475
4.6499213;-74.0536497;2;1;8476
4.6499239;-74.0656929;2;4;8477
4.6499255;-74.0656774;2;4;8478
4.6499265;-74.0831499;2;2;8479
4.6499288;-74.0713265;3;4;8480
4.6499291;-74.0676582;4;4;8481
4.6499303;-74.056196;2;2;8482
4.6499388;-74.0515533;3;2;8483
4.6499394;-74.09271;3;1;8484
4.6499414;-74.080895;2;3;8485
4.6499423;-74.0900626;2;3;8486
4.649943;-74.0900167;2;2;8487
4.6499434;-74.0694183;2;2;8488
4.6499443;-74.0483991;2;1;8489
4.6499449;-74.0537614;2;1;8490
4.6499462;-74.0898122;2;2;8491
4.6499483;-74.0667339;4;4;8492
4.6499498;-74.0809343;4;3;8493
4.6499501;-74.0956133;4;2;8494
4.6499509;-74.0899746;2;2;8495
4.6499521;-74.082507;2;2;8496
4.6499534;-74.0539762;2;1;8497
4.6499543;-74.0675892;2;4;8498
4.6499546;-74.1056437;2;1;8499
4.6499578;-74.0656801;3;4;8500
4.6499581;-74.0809748;2;2;8501
4.6499603;-74.090145;3;3;8502
4.6499613;-74.0679685;3;4;8503
4.6499657;-74.0514798;2;1;8504
4.6499712;-74.0899268;2;2;8505
4.6499737;-74.0762425;2;4;8506
4.6499738;-74.0539286;2;1;8507
4.6499749;-74.095571;2;4;8508
4.6499754;-74.0538479;2;1;8509
4.6499757;-74.0747341;3;4;8510
4.6499762;-74.0743904;3;2;8511
4.649979;-74.0669121;2;4;8512
4.6499793;-74.0562791;2;2;8513
4.6499858;-74.0679481;2;1;8514
4.649986;-74.0544649;2;1;8515
4.6499895;-74.0812947;2;2;8516
4.6499916;-74.074475;2;2;8517
4.6499921;-74.0514215;2;1;8518
4.6499936;-74.0746594;2;2;8519
4.6499951;-74.0898076;2;2;8520
4.6499962;-74.0675385;2;4;8521
4.6499967;-74.0745385;2;2;8522
4.6499975;-74.0809299;2;3;8523
4.6499984;-74.0745984;2;2;8524
4.6500001;-74.0679388;2;1;8525
4.6500008;-74.0898798;2;2;8526
4.6500026;-74.1059771;3;4;8527
4.6500059;-74.0700447;2;2;8528
4.6500061;-74.0945088;3;1;8529
4.6500084;-74.0718022;3;4;8530
4.6500097;-74.0535449;2;1;8531
4.6500107;-74.1056895;2;1;8532
4.6500145;-74.0787337;3;4;8533
4.6500172;-74.0513778;2;1;8534
4.6500176;-74.0812598;2;2;8535
4.6500205;-74.0671534;3;4;8536
4.650022;-74.0679304;2;1;8537
4.6500225;-74.1006845;2;3;8538
4.6500238;-74.081292;3;3;8539
4.6500262;-74.0675046;2;4;8540
4.6500296;-74.0813229;2;3;8541
4.6500303;-74.0744445;2;2;8542
4.6500311;-74.0484913;2;1;8543
4.650032;-74.0563849;2;2;8544
4.6500328;-74.0746896;2;4;8545
4.6500339;-74.1058963;2;1;8546
4.6500348;-74.0956676;2;2;8547
4.6500406;-74.0667175;4;4;8548
4.6500441;-74.0694216;2;2;8549
4.6500479;-74.067924;2;1;8550
4.6500483;-74.1057564;2;1;8551
4.6500501;-74.0676342;3;4;8552
4.650053;-74.1058277;2;1;8553
4.650055;-74.0919606;3;2;8554
4.6500583;-74.0848799;2;3;8555
4.6500587;-74.0513161;2;1;8556
4.6500588;-74.0725533;3;4;8557
4.6500612;-74.0763176;3;4;8558
4.6500631;-74.0897944;3;2;8559
4.6500667;-74.0736395;2;4;8560
4.6500675;-74.0544934;2;1;8561
4.6500683;-74.0575673;2;2;8562
4.6500722;-74.0564825;2;2;8563
4.6500738;-74.0744841;2;2;8564
4.6500762;-74.0674776;3;4;8565
4.6500767;-74.0679261;2;1;8566
4.6500866;-74.0746564;2;4;8567
4.6500891;-74.0752316;3;2;8568
4.6500923;-74.0553709;2;1;8569
4.6500924;-74.0815884;2;3;8570
4.650097;-74.0958716;2;1;8571
4.6500981;-74.084863;2;3;8572
4.6501003;-74.058535;2;4;8573
4.6501014;-74.067624;4;4;8574
4.650102;-74.0565892;2;2;8575
4.6501068;-74.0745106;2;2;8576
4.6501087;-74.0679388;2;1;8577
4.6501151;-74.0700464;2;2;8578
4.6501154;-74.0566802;2;2;8579
4.6501191;-74.0567851;4;4;8580
4.6501226;-74.0534048;2;1;8581
4.6501232;-74.0869649;2;1;8582
4.6501311;-74.0606213;4;2;8583
4.6501323;-74.0679625;2;4;8584
4.6501345;-74.056981;2;4;8585
4.6501359;-74.0485906;2;1;8586
4.6501367;-74.0832082;2;2;8587
4.6501373;-74.0831158;2;2;8588
4.6501375;-74.0763603;2;4;8589
4.6501383;-74.0570478;2;4;8590
4.6501391;-74.0725402;3;4;8591
4.6501423;-74.0746278;2;4;8592
4.6501429;-74.0545269;2;1;8593
4.650143;-74.0555985;2;1;8594
4.6501438;-74.0554334;2;1;8595
4.6501459;-74.0869877;2;1;8596
4.6501462;-74.0571252;2;4;8597
4.6501487;-74.0959148;3;2;8598
4.6501499;-74.0751527;2;1;8599
4.6501533;-74.0679946;2;4;8600
4.6501568;-74.0953034;4;4;8601
4.6501573;-74.0818254;2;3;8602
4.6501579;-74.0745371;2;4;8603
4.6501642;-74.057219;2;4;8604
4.6501659;-74.0869957;2;1;8605
4.6501659;-74.0848392;2;3;8606
4.6501723;-74.0763758;2;4;8607
4.650174;-74.0680459;3;4;8608
4.6501759;-74.0957595;2;2;8609
4.6501794;-74.0488519;2;2;8610
4.6501795;-74.0555746;2;1;8611
4.6501805;-74.0489273;2;2;8612
4.6501824;-74.0487836;2;2;8613
4.6501846;-74.0572984;2;4;8614
4.6501858;-74.0554755;2;1;8615
4.6501873;-74.0869964;2;1;8616
4.6501879;-74.0489952;2;2;8617
4.650189;-74.0495887;2;2;8618
4.6501923;-74.058602;2;4;8619
4.6501936;-74.0911506;2;3;8620
4.6501942;-74.0487309;2;2;8621
4.6501978;-74.0751012;2;1;8622
4.6501998;-74.0676036;4;4;8623
4.6502;-74.0763847;2;4;8624
4.6502016;-74.0694172;2;2;8625
4.6502029;-74.0746022;2;4;8626
4.6502034;-74.0545665;2;1;8627
4.6502097;-74.0573849;2;4;8628
4.6502101;-74.0486779;2;2;8629
4.6502141;-74.0869803;2;1;8630
4.6502169;-74.074558;2;4;8631
4.6502176;-74.0786851;2;4;8632
4.6502217;-74.049527;2;2;8633
4.6502233;-74.0726504;3;4;8634
4.6502241;-74.0555116;2;1;8635
4.6502248;-74.0555581;2;1;8636
4.6502274;-74.0905337;2;4;8637
4.6502281;-74.0574517;4;4;8638
4.6502352;-74.0957981;3;2;8639
4.6502359;-74.1008234;3;3;8640
4.650236;-74.0763922;2;2;8641
4.6502407;-74.0486105;3;2;8642
4.6502408;-74.0494697;2;2;8643
4.6502416;-74.0869529;3;1;8644
4.6502429;-74.0633986;2;4;8645
4.6502445;-74.0787201;3;4;8646
4.6502467;-74.0546186;2;1;8647
4.6502485;-74.0750606;2;1;8648
4.6502492;-74.0492436;2;2;8649
4.6502516;-74.0830898;2;2;8650
4.6502524;-74.0494145;2;2;8651
4.6502557;-74.0555594;2;1;8652
4.6502562;-74.078175;3;3;8653
4.6502577;-74.0493561;2;2;8654
4.6502587;-74.0493073;2;2;8655
4.6502599;-74.0763915;2;2;8656
4.6502605;-74.0700413;2;2;8657
4.6502649;-74.0555404;2;1;8658
4.6502655;-74.064414;2;2;8659
4.6502661;-74.0790896;2;2;8660
4.6502685;-74.0532866;2;1;8661
4.6502752;-74.0646143;2;2;8662
4.650278;-74.0764168;2;1;8663
4.6502795;-74.0753953;3;2;8664
4.6502824;-74.0763848;3;2;8665
4.6502826;-74.0764473;2;4;8666
4.650285;-74.0745788;3;4;8667
4.6502851;-74.079379;2;2;8668
4.6502864;-74.0575641;2;4;8669
4.6502878;-74.0546796;3;1;8670
4.6502913;-74.0624647;2;4;8671
4.6502921;-74.058414;2;4;8672
4.6502961;-74.0764705;2;4;8673
4.6503021;-74.0485155;2;1;8674
4.6503048;-74.0688142;2;4;8675
4.6503049;-74.0694131;2;2;8676
4.6503081;-74.0822842;2;3;8677
4.6503098;-74.0488581;2;1;8678
4.6503107;-74.0488839;2;1;8679
4.6503117;-74.0489147;2;1;8680
4.650312;-74.0574135;2;2;8681
4.650313;-74.07502;2;1;8682
4.650315;-74.0488184;2;1;8683
4.6503183;-74.0765772;2;4;8684
4.6503223;-74.0786688;2;4;8685
4.6503224;-74.0487831;2;1;8686
4.650325;-74.0496556;2;1;8687
4.650325;-74.0489896;2;1;8688
4.6503252;-74.0940485;3;1;8689
4.6503296;-74.0576374;2;4;8690
4.6503313;-74.0765011;2;4;8691
4.6503434;-74.0766046;3;4;8692
4.6503442;-74.0694152;2;2;8693
4.650346;-74.0555781;3;2;8694
4.6503469;-74.0823805;3;3;8695
4.6503473;-74.0705599;1;1;8696
4.6503483;-74.048721;3;1;8697
4.6503488;-74.048736;2;1;8698
4.6503519;-74.0684429;3;4;8699
4.6503533;-74.0487568;2;1;8700
4.6503554;-74.1014891;2;3;8701
4.6503558;-74.0585073;2;4;8702
4.6503572;-74.0546368;3;1;8703
4.6503575;-74.0831652;2;2;8704
4.6503605;-74.0487762;2;1;8705
4.6503613;-74.0625799;3;4;8706
4.6503618;-74.0486887;2;1;8707
4.650365;-74.0495767;2;1;8708
4.6503691;-74.0487934;2;1;8709
4.6503718;-74.0786581;2;4;8710
4.650372;-74.0509276;2;1;8711
4.6503773;-74.0626065;2;4;8712
4.6503775;-74.057718;2;4;8713
4.6503796;-74.0488098;2;1;8714
4.6503803;-74.0596948;3;4;8715
4.6503826;-74.074987;2;1;8716
4.6503844;-74.1008437;2;3;8717
4.6503846;-74.0484465;2;1;8718
4.6503855;-74.0694214;2;2;8719
4.6503863;-74.049241;2;1;8720
4.6503867;-74.0799064;2;2;8721
4.6503903;-74.0494964;2;1;8722
4.6503912;-74.0954594;2;4;8723
4.650393;-74.0924033;3;2;8724
4.6503956;-74.0492865;2;1;8725
4.650396;-74.0735801;4;4;8726
4.6503977;-74.0488254;2;2;8727
4.650401;-74.0494296;2;1;8728
4.6504036;-74.0493533;2;1;8729
4.6504063;-74.0573539;2;2;8730
4.6504111;-74.0486216;2;1;8731
4.6504134;-74.0694264;4;4;8732
4.6504266;-74.052427;3;2;8733
4.6504283;-74.0488418;2;2;8734
4.6504323;-74.0894527;2;2;8735
4.6504364;-74.0786376;2;4;8736
4.6504381;-74.0954937;3;2;8737
4.6504426;-74.1008417;2;2;8738
4.6504436;-74.0689762;3;4;8739
4.6504515;-74.0655878;2;4;8740
4.6504553;-74.1057232;2;4;8741
4.650456;-74.0781055;2;3;8742
4.6504629;-74.0485738;2;1;8743
4.6504646;-74.0625298;2;3;8744
4.6504658;-74.0740565;3;4;8745
4.6504662;-74.0749614;2;1;8746
4.6504693;-74.0582903;2;4;8747
4.6504758;-74.10123;2;3;8748
4.650477;-74.0645758;2;2;8749
4.6504777;-74.0488721;2;2;8750
4.6504788;-74.0484082;2;1;8751
4.6504878;-74.0692184;2;4;8752
4.6505047;-74.0808736;3;3;8753
4.6505086;-74.0584068;2;4;8754
4.6505169;-74.0485431;2;1;8755
4.6505175;-74.070008;4;4;8756
4.6505283;-74.0523958;2;2;8757
4.6505304;-74.0694472;4;4;8758
4.6505307;-74.09163;4;3;8759
4.6505335;-74.083018;2;2;8760
4.650537;-74.0749475;2;1;8761
4.6505467;-74.0745396;4;4;8762
4.650573;-74.0483891;2;1;8763
4.650575;-74.1007367;2;2;8764
4.650581;-74.0922767;1;2;8765
4.6505816;-74.0829536;2;3;8766
4.6505835;-74.0485177;2;1;8767
4.6505838;-74.0613834;3;2;8768
4.6505849;-74.0523737;2;2;8769
4.6505949;-74.0694586;2;4;8770
4.6505994;-74.0936481;3;1;8771
4.6506013;-74.0758051;2;2;8772
4.6506024;-74.0758328;2;2;8773
4.6506033;-74.0758578;2;2;8774
4.6506052;-74.0829979;4;3;8775
4.6506079;-74.0749374;3;2;8776
4.6506135;-74.0915724;2;2;8777
4.6506145;-74.0705178;2;4;8778
4.6506167;-74.0757546;2;2;8779
4.6506178;-74.1009946;2;1;8780
4.6506188;-74.1008627;2;1;8781
4.6506223;-74.075907;2;2;8782
4.650624;-74.1054946;3;4;8783
4.6506263;-74.0556932;3;2;8784
4.6506271;-74.076743;2;4;8785
4.6506298;-74.0785079;2;4;8786
4.6506304;-74.0700093;4;4;8787
4.6506353;-74.0523484;2;2;8788
4.6506361;-74.0829874;2;2;8789
4.6506421;-74.0583135;2;4;8790
4.6506439;-74.0830896;4;3;8791
4.6506469;-74.0694578;2;4;8792
4.6506476;-74.075712;3;2;8793
4.6506563;-74.0759472;3;2;8794
4.6506578;-74.1003183;1;2;8795
4.6506615;-74.1006314;2;2;8796
4.6506628;-74.0780416;2;3;8797
4.65067;-74.048511;2;1;8798
4.6506702;-74.0830828;2;2;8799
4.6506739;-74.0581345;4;4;8800
4.6506745;-74.048387;2;1;8801
4.6506769;-74.0530298;1;1;8802
4.6506786;-74.0813031;2;1;8803
4.6506793;-74.0523126;2;2;8804
4.6506806;-74.0831762;2;2;8805
4.6506806;-74.0813339;2;1;8806
4.6506812;-74.0756868;2;2;8807
4.650684;-74.0557012;2;1;8808
4.6506864;-74.1011099;3;3;8809
4.6506889;-74.0812789;2;1;8810
4.6506916;-74.0830762;2;2;8811
4.6506953;-74.078477;2;4;8812
4.6506972;-74.0517265;2;2;8813
4.6506981;-74.0759726;2;2;8814
4.6506981;-74.0694537;2;4;8815
4.6506982;-74.0517717;2;2;8816
4.6507024;-74.0516876;2;2;8817
4.6507045;-74.0518086;2;2;8818
4.6507096;-74.0812692;2;1;8819
4.6507113;-74.1007501;2;1;8820
4.6507129;-74.052279;2;2;8821
4.6507145;-74.0675056;2;4;8822
4.6507176;-74.070493;3;4;8823
4.6507202;-74.0756714;3;2;8824
4.6507234;-74.0518875;2;2;8825
4.6507244;-74.0780127;2;4;8826
4.650728;-74.0516268;2;2;8827
4.6507307;-74.0812588;2;1;8828
4.6507324;-74.0711775;3;4;8829
4.6507338;-74.0632001;2;4;8830
4.650734;-74.0582309;4;4;8831
4.650735;-74.0613008;2;2;8832
4.6507369;-74.0770761;2;4;8833
4.6507412;-74.0522379;2;2;8834
4.6507418;-74.0557977;2;2;8835
4.650744;-74.0816162;2;1;8836
4.6507454;-74.0694467;2;4;8837
4.6507457;-74.075984;2;2;8838
4.6507479;-74.0556923;2;1;8839
4.6507489;-74.0490763;2;2;8840
4.6507501;-74.0700054;2;2;8841
4.6507597;-74.0784497;2;4;8842
4.6507601;-74.0521958;2;2;8843
4.6507602;-74.0769508;2;4;8844
4.6507627;-74.0612869;3;2;8845
4.6507657;-74.0485245;2;1;8846
4.6507707;-74.0756672;2;2;8847
4.6507727;-74.0521411;2;2;8848
4.6507737;-74.0520359;2;2;8849
4.6507779;-74.0520832;2;2;8850
4.6507793;-74.0483966;2;1;8851
4.6507824;-74.0594485;3;4;8852
4.6507863;-74.0771922;2;4;8853
4.6507881;-74.0558579;2;2;8854
4.65079;-74.0779386;2;4;8855
4.6507914;-74.1020539;3;4;8856
4.6507936;-74.0580194;2;4;8857
4.6507944;-74.0759804;2;2;8858
4.6507951;-74.0491327;2;2;8859
4.6507958;-74.0633033;4;4;8860
4.6507967;-74.0920255;2;3;8861
4.6508095;-74.1005272;3;3;8862
4.6508178;-74.0556712;2;1;8863
4.6508183;-74.0716619;2;4;8864
4.6508199;-74.0756792;2;2;8865
4.6508203;-74.0772881;2;4;8866
4.650822;-74.0491824;2;2;8867
4.6508223;-74.0559152;2;2;8868
4.6508269;-74.0784313;2;4;8869
4.6508394;-74.0778543;2;4;8870
4.6508397;-74.075962;2;2;8871
4.6508413;-74.0492389;2;2;8872
4.6508414;-74.0711706;3;4;8873
4.650844;-74.0559854;2;2;8874
4.6508441;-74.0543322;3;2;8875
4.6508447;-74.0485548;2;1;8876
4.6508449;-74.0500641;2;2;8877
4.6508454;-74.0500922;2;2;8878
4.6508458;-74.0774022;2;4;8879
4.6508469;-74.0581227;2;4;8880
4.6508491;-74.0501188;2;2;8881
4.6508497;-74.0492936;2;2;8882
4.6508511;-74.0562407;3;4;8883
4.6508519;-74.0914033;3;4;8884
4.6508536;-74.0655126;3;4;8885
4.6508552;-74.0561304;2;2;8886
4.6508556;-74.0493425;2;2;8887
4.650856;-74.0501453;2;2;8888
4.6508561;-74.0560529;2;2;8889
