"Latitud";"Longitud";"Numero_Intersecciones";"LTS";"ID_Nodo"
4.7029652;-74.0549211;2;2;29054
4.7029663;-74.0386454;2;2;29055
4.7029672;-74.0659784;2;3;29056
4.7029674;-74.1003962;2;3;29057
4.7029677;-74.1338876;4;4;29058
4.7029686;-74.0922288;2;4;29059
4.7029689;-74.0221868;2;1;29060
4.7029728;-74.1329408;4;2;29061
4.7029786;-74.0949815;3;1;29062
4.7029794;-74.0963997;4;2;29063
4.7029797;-74.089685;2;1;29064
4.7029809;-74.0795703;2;1;29065
4.702982;-74.1031963;1;1;29066
4.702982;-74.0809136;2;3;29067
4.7029835;-74.0218381;2;1;29068
4.702984;-74.1287913;1;2;29069
4.7029867;-74.0310689;2;4;29070
4.7029882;-74.0658123;2;3;29071
4.7029909;-74.0217707;2;1;29072
4.7029945;-74.0983259;3;2;29073
4.7030001;-74.0311292;4;4;29074
4.7030029;-74.0429007;2;4;29075
4.7030036;-74.0312316;2;4;29076
4.7030043;-74.0796138;2;1;29077
4.7030049;-74.023449;2;1;29078
4.7030076;-74.0958786;2;4;29079
4.7030077;-74.1242326;2;1;29080
4.7030077;-74.070337;3;2;29081
4.7030088;-74.0891979;1;1;29082
4.7030108;-74.115456;3;4;29083
4.7030137;-74.0313233;2;4;29084
4.7030143;-74.0216585;2;1;29085
4.7030162;-74.0705163;2;2;29086
4.7030176;-74.1102008;3;4;29087
4.7030178;-74.1315927;4;2;29088
4.703024;-74.1156484;2;4;29089
4.7030241;-74.0642975;1;1;29090
4.7030254;-74.0219131;2;1;29091
4.703027;-74.0331526;2;4;29092
4.7030276;-74.1010579;2;4;29093
4.7030282;-74.0702928;2;2;29094
4.7030329;-74.0491142;2;3;29095
4.7030354;-74.1007662;2;3;29096
4.7030355;-74.0370227;2;1;29097
4.7030367;-74.1123171;3;4;29098
4.703038;-74.0314363;2;4;29099
4.7030383;-74.0541697;2;4;29100
4.7030392;-74.1013513;2;4;29101
4.7030415;-74.0589204;4;2;29102
4.7030436;-74.1181738;2;4;29103
4.7030456;-74.0930065;2;1;29104
4.7030459;-74.0814293;1;1;29105
4.703047;-74.0492736;2;3;29106
4.7030473;-74.034501;2;1;29107
4.7030519;-74.1020025;2;4;29108
4.7030531;-74.0312236;2;4;29109
4.7030539;-74.0705591;2;2;29110
4.7030597;-74.0658965;2;3;29111
4.7030612;-74.0545957;3;2;29112
4.7030613;-74.1130745;3;4;29113
4.7030632;-74.0973511;3;1;29114
4.7030644;-74.1216601;3;1;29115
4.7030694;-74.0555269;4;2;29116
4.7030705;-74.0923459;2;4;29117
4.7030759;-74.0215776;2;1;29118
4.7030761;-74.0809259;2;3;29119
4.7030774;-74.0285662;2;4;29120
4.7030805;-74.0978798;4;2;29121
4.7030856;-74.0270901;4;4;29122
4.7030879;-74.0313113;2;4;29123
4.7030886;-74.1347131;3;4;29124
4.7030952;-74.1244777;2;1;29125
4.7030996;-74.103645;3;2;29126
4.7031014;-74.1307235;3;2;29127
4.7031029;-74.0706018;3;3;29128
4.7031032;-74.0219478;2;1;29129
4.703105;-74.0230011;3;2;29130
4.7031116;-74.0385648;2;2;29131
4.7031121;-74.0336595;2;4;29132
4.7031127;-74.0323271;2;4;29133
4.7031183;-74.0625559;2;2;29134
4.7031189;-74.1095844;4;4;29135
4.703119;-74.0225426;2;1;29136
4.7031202;-74.0317114;2;4;29137
4.7031203;-74.1303577;4;1;29138
4.7031231;-74.0811712;2;4;29139
4.7031262;-74.0330905;2;4;29140
4.7031266;-74.0541526;3;4;29141
4.703127;-74.0369922;2;1;29142
4.7031301;-74.023527;3;4;29143
4.7031336;-74.0329956;2;4;29144
4.7031348;-74.1015265;3;4;29145
4.7031359;-74.1341097;2;1;29146
4.7031377;-74.1010967;2;4;29147
4.7031386;-74.0801176;3;1;29148
4.7031413;-74.0231349;2;2;29149
4.7031416;-74.092357;2;4;29150
4.7031424;-74.0394651;2;2;29151
4.7031426;-74.0321275;2;4;29152
4.7031442;-74.0233537;2;2;29153
4.7031443;-74.0656957;2;3;29154
4.70314873794258;-74.1009529206738;4;4;29155
4.7031525;-74.1018995;2;4;29156
4.7031536;-74.0331452;2;4;29157
4.703155;-74.0315141;2;4;29158
4.7031559;-74.1197445;1;1;29159
4.7031613;-74.0658201;2;3;29160
4.7031687;-74.1018323;2;4;29161
4.7031724;-74.1181752;4;2;29162
4.7031729;-74.0701099;2;2;29163
4.7031741;-74.1017796;2;4;29164
4.7031845;-74.0648171;1;1;29165
4.7031852;-74.0327605;3;4;29166
4.7031859;-74.1327505;4;4;29167
4.703187;-74.0330383;2;4;29168
4.7031875;-74.0263632;2;2;29169
4.7031984;-74.0210618;2;1;29170
4.7031997;-74.033719;2;4;29171
4.7031998;-74.124776;2;1;29172
4.7032007;-74.037561;2;2;29173
4.7032012;-74.0922556;2;4;29174
4.70320148141407;-74.1010398138739;4;4;29175
4.7032019;-74.1336857;4;4;29176
4.7032043;-74.0923622;3;4;29177
4.7032061;-74.0326125;2;4;29178
4.7032084;-74.1016589;2;4;29179
4.7032094;-74.021515;2;1;29180
4.7032114;-74.0327181;2;4;29181
4.7032128;-74.1247952;2;1;29182
4.70321534840717;-74.0329948972916;4;4;29183
4.7032157;-74.1229643;4;1;29184
4.7032161;-74.0350749;4;2;29185
4.7032177;-74.036478;2;2;29186
4.7032191;-74.0326703;2;4;29187
4.7032223;-74.0601701;2;2;29188
4.7032286;-74.1248052;2;1;29189
4.7032298;-74.0809434;2;3;29190
4.7032299;-74.038553;2;2;29191
4.7032337;-74.0967444;4;2;29192
4.7032343;-74.0923648;2;4;29193
4.7032363;-74.1281344;2;4;29194
4.703237;-74.0972057;2;1;29195
4.7032386;-74.1280395;2;4;29196
4.7032439;-74.0334186;2;4;29197
4.703244;-74.0924013;2;2;29198
4.7032445;-74.1050509;3;2;29199
4.7032463;-74.0375471;2;2;29200
4.7032467;-74.0466817;3;2;29201
4.7032467;-74.0369867;2;1;29202
4.7032471;-74.0566875;2;2;29203
4.7032482;-74.0329446;2;4;29204
4.7032486;-74.1134837;2;1;29205
4.7032492;-74.0333194;2;4;29206
4.7032501;-74.0707581;2;4;29207
4.7032545;-74.1248042;2;1;29208
4.7032562;-74.1239646;4;2;29209
4.7032573;-74.0335004;2;4;29210
4.7032573;-74.0332731;2;4;29211
4.70326;-74.1029603;1;1;29212
4.7032616;-74.0657544;2;3;29213
4.7032619;-74.0324619;3;4;29214
4.7032643;-74.0318434;3;4;29215
4.7032659;-74.0924359;2;2;29216
4.7032662;-74.0269545;2;4;29217
4.7032663;-74.1282243;2;4;29218
4.7032665;-74.0274807;2;4;29219
4.7032674;-74.0330811;2;4;29220
4.7032683;-74.1157543;3;4;29221
4.7032684;-74.1289988;3;4;29222
4.7032724;-74.054801;2;3;29223
4.703273;-74.1279511;2;4;29224
4.7032732;-74.026139;2;2;29225
4.7032741;-74.0332293;2;4;29226
4.7032745;-74.0811854;2;4;29227
4.7032767;-74.1305964;3;2;29228
4.7032805;-74.031047;2;2;29229
4.703283;-74.1313743;4;2;29230
4.7032839;-74.0924861;3;2;29231
4.703284;-74.0294789;2;2;29232
4.7032846;-74.1181133;2;4;29233
4.7032846;-74.0287551;2;4;29234
4.7032872;-74.0338047;2;4;29235
4.7032874;-74.0328573;2;4;29236
4.7032893;-74.0210833;2;1;29237
4.7032908;-74.0656098;2;3;29238
4.7032947;-74.0327912;2;4;29239
4.70329479404836;-74.0327633616853;4;4;29240
4.7032948;-74.0219403;3;1;29241
4.703295;-74.0327024;2;4;29242
4.7032954;-74.0923542;2;4;29243
4.7032987;-74.115964;2;4;29244
4.7032989;-74.0331895;2;4;29245
4.7032991;-74.1275405;2;2;29246
4.7032991;-74.042724;2;4;29247
4.7033019;-74.1338352;2;1;29248
4.703308;-74.0258924;1;1;29249
4.7033081;-74.0329941;2;4;29250
4.7033082;-74.0930408;3;2;29251
4.7033113;-74.1275862;2;2;29252
4.7033115;-74.0336822;2;4;29253
4.7033125;-74.03262;2;4;29254
4.7033126;-74.1134489;3;2;29255
4.7033185;-74.0922717;2;4;29256
4.7033209;-74.0244062;1;1;29257
4.703324;-74.1275107;3;2;29258
4.7033243;-74.0699357;2;2;29259
4.7033248;-74.0541376;2;4;29260
4.7033251;-74.1282986;2;4;29261
4.7033274;-74.0899529;2;1;29262
4.7033294;-74.0232505;2;1;29263
4.7033308;-74.0331551;2;4;29264
4.7033323;-74.1215329;3;1;29265
4.7033336;-74.0808235;2;1;29266
4.7033351;-74.0939136;3;2;29267
4.7033353;-74.1278798;2;4;29268
4.7033378;-74.0939994;3;2;29269
4.7033384;-74.0976885;4;2;29270
4.7033412;-74.1043038;3;2;29271
4.7033415;-74.0327237;2;4;29272
4.7033428;-74.0233873;2;1;29273
4.7033439;-74.0323508;2;4;29274
4.7033451;-74.1004506;2;3;29275
4.7033454;-74.1288923;2;3;29276
4.7033456;-74.1305451;2;1;29277
4.70334895724596;-74.0327647759777;4;4;29278
4.7033514;-74.1012868;2;3;29279
4.7033536;-74.127153;3;2;29280
4.7033547;-74.0923327;2;4;29281
4.7033554;-74.033041;2;4;29282
4.7033561;-74.0285785;2;4;29283
4.703357;-74.0355538;2;1;29284
4.7033606;-74.1268204;3;2;29285
4.7033627;-74.0243259;2;1;29286
4.7033659;-74.0328581;2;4;29287
4.7033663;-74.0474099;1;2;29288
4.703367;-74.0231705;2;1;29289
4.7033676;-74.0624898;4;2;29290
4.7033679;-74.0949789;3;2;29291
4.7033693;-74.113351;2;1;29292
4.7033693;-74.0656913;2;3;29293
4.703371;-74.1099364;4;4;29294
4.703374;-74.1287706;2;3;29295
4.7033749;-74.1121186;3;4;29296
4.7033749;-74.0268579;2;4;29297
4.7033749;-74.0234624;2;1;29298
4.7033764;-74.0809782;3;3;29299
4.7033783;-74.0698479;2;2;29300
4.7033789;-74.0960786;2;1;29301
4.7033792;-74.1007532;2;3;29302
4.7033814;-74.1264695;3;1;29303
4.7033867;-74.0331232;2;4;29304
4.70338840437778;-74.0329912450958;4;4;29305
4.7033895;-74.1261154;3;2;29306
4.7033913;-74.1138006;2;1;29307
4.7033914;-74.1011089;2;2;29308
4.7033924;-74.0237498;3;4;29309
4.7033928;-74.1012087;2;3;29310
4.70339443678402;-74.0330269352763;4;4;29311
4.7033948;-74.0436262;3;2;29312
4.7033958;-74.054597;2;2;29313
4.703396;-74.0219041;2;1;29314
4.7033964;-74.0955821;3;4;29315
4.7033982;-74.0330492;2;4;29316
4.7033983;-74.0339549;3;4;29317
4.7033995;-74.0242214;2;1;29318
4.7034003;-74.0241227;2;1;29319
4.703402;-74.1345262;4;4;29320
4.7034057;-74.1283484;2;4;29321
4.7034061;-74.0576307;3;2;29322
4.70340621505495;-74.0331198817836;4;4;29323
4.7034088;-74.0239461;2;1;29324
4.7034129;-74.0235187;3;1;29325
4.7034145;-74.1257612;3;2;29326
4.7034158;-74.1254338;2;1;29327
4.7034163;-74.1247438;3;2;29328
4.7034181;-74.127834;3;4;29329
4.7034186;-74.0332291;2;4;29330
4.7034193;-74.0577;2;2;29331
4.7034236;-74.0545329;2;2;29332
4.7034254;-74.1072838;2;1;29333
4.7034267;-74.0222672;2;1;29334
4.7034292;-74.1004488;2;3;29335
4.703434;-74.1013289;2;3;29336
4.7034361;-74.1052325;3;1;29337
4.7034364;-74.0204342;2;1;29338
4.7034368;-74.0922983;4;4;29339
4.7034375;-74.0812129;2;4;29340
4.7034391;-74.0340365;2;4;29341
4.7034395;-74.1009823;2;2;29342
4.7034397;-74.0442305;2;1;29343
4.7034404;-74.0655332;2;3;29344
4.7034404;-74.022255;1;1;29345
4.7034417;-74.0205468;2;1;29346
4.7034425;-74.1325213;4;4;29347
4.7034428;-74.0541325;2;4;29348
4.7034434;-74.1137738;1;1;29349
4.7034461;-74.0331131;2;4;29350
4.7034474;-74.03356;2;4;29351
4.7034486;-74.0237976;3;4;29352
4.7034537;-74.0970427;3;2;29353
4.7034553;-74.0326646;2;4;29354
4.7034571;-74.0324242;3;4;29355
4.7034574;-74.118529;2;2;29356
4.7034615;-74.1284859;2;3;29357
4.7034629;-74.033745;2;4;29358
4.7034704;-74.0203719;1;1;29359
4.7034723;-74.0955301;2;4;29360
4.703475;-74.097021;2;1;29361
4.7034756;-74.1334783;4;4;29362
4.7034762;-74.0294615;2;2;29363
4.7034777;-74.1133603;2;1;29364
4.7034799;-74.034156;2;4;29365
4.7034829;-74.116348;2;1;29366
4.7034839;-74.0331184;2;4;29367
4.7034842;-74.1278202;3;4;29368
4.70348496552184;-74.0327683273831;4;4;29369
4.7034861;-74.1358564;2;3;29370
4.7034864;-74.0915018;3;2;29371
4.7034864;-74.0908447;2;1;29372
4.7034896;-74.0694351;3;2;29373
4.7034911;-74.0960338;2;1;29374
4.7034925;-74.0236367;2;1;29375
4.7034926;-74.0990148;2;1;29376
4.7034948;-74.12926;3;4;29377
4.703495;-74.0447102;2;1;29378
4.7034982;-74.1283677;3;4;29379
4.7035017;-74.1228428;4;2;29380
4.7035027;-74.028766;2;4;29381
4.7035028;-74.0984062;3;1;29382
4.703505;-74.0360571;2;1;29383
4.703505;-74.0329871;3;4;29384
4.7035082;-74.091164;3;2;29385
4.7035091;-74.0339626;2;4;29386
4.7035103;-74.1311701;4;2;29387
4.7035135;-74.0328681;2;4;29388
4.7035142;-74.1238721;4;2;29389
4.7035164;-74.0301404;2;2;29390
4.703517;-74.1247013;3;2;29391
4.7035175;-74.058217;3;2;29392
4.7035196;-74.0212829;1;1;29393
4.7035206;-74.026705;2;4;29394
4.7035226;-74.0326218;2;4;29395
4.7035254;-74.0331295;2;4;29396
4.7035266;-74.0238903;2;4;29397
4.7035267;-74.0989752;3;2;29398
4.7035286;-74.0908474;3;2;29399
4.7035324;-74.0907883;2;1;29400
4.7035327;-74.0996317;1;1;29401
4.7035383;-74.0218573;2;1;29402
4.7035402;-74.0955009;2;4;29403
4.703540945965;-74.0329843323295;4;4;29404
4.7035412;-74.0646917;2;1;29405
4.7035455;-74.1016721;3;3;29406
4.7035463;-74.0451549;3;2;29407
4.7035467;-74.1004275;2;3;29408
4.703549;-74.0541392;2;4;29409
4.7035506;-74.0209057;2;1;29410
4.7035529;-74.0349733;3;2;29411
4.7035556;-74.1160916;2;4;29412
4.7035575;-74.0915064;2;1;29413
4.7035591;-74.1250318;3;2;29414
4.7035623;-74.1162766;3;4;29415
4.7035626;-74.1278251;2;4;29416
4.7035632;-74.03315;2;2;29417
4.703564;-74.0208279;2;1;29418
4.703565;-74.0330862;2;4;29419
4.7035694;-74.0975101;2;1;29420
4.7035695;-74.1008411;2;4;29421
4.7035715;-74.0237203;3;4;29422
4.703572;-74.0327706;3;4;29423
4.7035756;-74.1283589;2;3;29424
4.7035764;-74.1005735;2;3;29425
4.7035795;-74.0706473;3;3;29426
4.70358283978421;-74.0331676696491;4;4;29427
4.7035846;-74.054592;2;2;29428
4.703585;-74.0289212;1;1;29429
4.7035855;-74.0899648;4;1;29430
4.7035855;-74.0239826;2;4;29431
4.7035863;-74.1303719;1;2;29432
4.7035875;-74.022964;3;1;29433
4.7035883;-74.0911691;2;1;29434
4.7035951;-74.0331787;2;4;29435
4.7035973;-74.0285851;2;4;29436
4.7035976;-74.0499973;2;2;29437
4.7035985;-74.0964668;2;1;29438
4.7036007;-74.1260187;3;1;29439
4.7036016;-74.0349314;2;2;29440
4.703602;-74.0708019;3;4;29441
4.7036027;-74.0346588;3;4;29442
4.7036075;-74.1213744;2;1;29443
4.7036108;-74.0262444;2;2;29444
4.7036112;-74.0812633;2;4;29445
4.7036145;-74.0974911;2;1;29446
4.7036153;-74.02818;2;4;29447
4.7036162;-74.1011714;2;2;29448
4.7036196;-74.033214;2;4;29449
4.7036214;-74.0349015;2;4;29450
4.703623;-74.0349816;2;2;29451
4.7036234;-74.0364596;3;2;29452
4.7036235;-74.0810624;2;3;29453
4.7036266;-74.0891894;3;2;29454
4.7036279;-74.0294501;4;2;29455
4.7036281;-74.0588377;4;3;29456
4.7036282;-74.1009759;2;2;29457
4.7036304;-74.1054434;3;2;29458
4.7036323;-74.1014288;2;2;29459
4.7036354;-74.0348593;2;4;29460
4.7036363;-74.1278521;2;4;29461
4.7036366;-74.0287739;2;4;29462
4.7036372;-74.1006512;2;4;29463
4.7036398;-74.1141779;1;1;29464
4.7036409;-74.0262605;2;2;29465
4.7036442;-74.0330652;2;4;29466
4.7036443;-74.0496793;2;2;29467
4.7036449;-74.0331115;2;4;29468
4.703645;-74.1040299;3;2;29469
4.7036456;-74.1008337;2;4;29470
4.7036466;-74.0888132;1;1;29471
4.7036468;-74.0248003;2;4;29472
4.7036474;-74.1283286;2;3;29473
4.7036479;-74.1136652;1;1;29474
4.7036506;-74.042877;2;4;29475
4.7036516;-74.0705598;2;2;29476
4.7036536;-74.0265698;3;4;29477
4.7036562;-74.0262732;2;2;29478
4.7036562;-74.0241016;2;4;29479
4.7036564;-74.0335036;2;3;29480
4.7036565;-74.0247544;2;4;29481
4.7036569;-74.0330337;2;2;29482
4.7036582;-74.1343598;4;4;29483
4.703659;-74.0969684;2;1;29484
4.7036601;-74.0554288;3;2;29485
4.7036612;-74.1014958;2;2;29486
4.7036614;-74.1323259;3;4;29487
4.7036621;-74.1214885;3;1;29488
4.7036622;-74.0236587;2;4;29489
4.7036681;-74.0655471;2;3;29490
4.7036685;-74.0333139;2;4;29491
4.7036703;-74.0262926;2;2;29492
4.7036708;-74.1081477;1;1;29493
4.7036708;-74.0217737;2;1;29494
4.7036713;-74.1076325;2;1;29495
4.7036748;-74.0225278;2;2;29496
4.7036757;-74.0248426;2;4;29497
4.7036769;-74.0330122;2;2;29498
4.703679;-74.1019665;3;3;29499
4.7036799;-74.0540454;2;4;29500
4.703681;-74.0263148;2;2;29501
4.7036827;-74.1253036;3;2;29502
4.7036836;-74.0350195;2;4;29503
4.7036848;-74.0394168;2;4;29504
4.7036874;-74.0349308;2;4;29505
4.7036884;-74.0499775;3;2;29506
4.7036935;-74.0252193;1;1;29507
4.7036946;-74.1304949;3;2;29508
4.7036975;-74.0246741;2;4;29509
4.7036994;-74.1278991;2;4;29510
4.7037046;-74.0301093;4;2;29511
4.7037068;-74.0242204;2;4;29512
4.7037069;-74.0263959;2;2;29513
4.7037072;-74.1333021;3;4;29514
4.7037076;-74.0545979;2;3;29515
4.7037077;-74.1282793;3;4;29516
4.7037097;-74.0594037;3;2;29517
4.7037111;-74.0542604;2;2;29518
4.7037113;-74.1003319;2;3;29519
4.7037164;-74.0541515;2;4;29520
4.703718;-74.0329707;3;4;29521
4.7037183;-74.101515;2;2;29522
4.7037207;-74.0334246;3;3;29523
4.703723;-74.034845;2;4;29524
4.7037245;-74.02485;2;4;29525
4.7037258;-74.1309742;4;2;29526
4.7037262;-74.0458614;4;2;29527
4.7037268;-74.1295017;4;4;29528
4.7037285;-74.0334472;2;3;29529
4.7037307;-74.1030665;2;2;29530
4.7037318;-74.1263015;4;1;29531
4.7037352;-74.0264912;4;4;29532
4.7037373;-74.0316965;2;2;29533
4.7037413;-74.0349388;2;4;29534
4.7037459;-74.0243511;2;4;29535
4.7037465;-74.1279621;2;4;29536
4.703748;-74.0245644;2;4;29537
4.7037481;-74.128222;2;4;29538
4.7037516;-74.0981952;2;1;29539
4.7037524;-74.0718321;3;2;29540
4.7037531;-74.030318;2;2;29541
4.7037547;-74.1006454;3;4;29542
4.7037551;-74.124512;2;1;29543
4.7037577;-74.1096595;3;4;29544
4.7037588;-74.0559987;3;2;29545
4.7037589;-74.0924988;3;4;29546
4.7037603;-74.092378;3;4;29547
4.703761;-74.0244561;2;4;29548
4.7037631;-74.0339291;2;3;29549
4.7037668;-74.0351142;4;4;29550
4.7037722;-74.0987663;3;2;29551
4.7037727;-74.1281564;2;4;29552
4.7037732;-74.1237717;4;2;29553
4.7037739;-74.1280359;3;4;29554
4.7037739;-74.1217977;3;2;29555
4.7037739;-74.1166536;2;2;29556
4.703774;-74.1332582;3;4;29557
4.7037775;-74.0933036;3;4;29558
4.7037781;-74.0264064;2;4;29559
4.7037785;-74.111898;3;4;29560
4.7037799;-74.1280866;3;4;29561
4.7037811;-74.0231864;2;1;29562
4.7037813;-74.0394841;2;4;29563
4.7037822;-74.1019878;2;2;29564
4.7037823;-74.1227349;4;2;29565
4.7037833;-74.0394075;4;4;29566
4.7037876;-74.0248197;2;4;29567
4.7037879;-74.0937543;3;4;29568
4.7037907;-74.0385254;2;2;29569
4.7037935;-74.0392858;2;4;29570
4.7037942;-74.0939956;3;4;29571
4.7037997;-74.0547091;2;3;29572
4.703804;-74.0399572;2;4;29573
4.7038071;-74.1245677;4;2;29574
4.7038085;-74.1209663;1;1;29575
4.7038162;-74.0285876;3;4;29576
4.7038167;-74.1030234;3;4;29577
4.703819;-74.060008;3;2;29578
4.7038214;-74.0915234;1;1;29579
4.7038243;-74.0287695;2;4;29580
4.703826;-74.0544744;2;2;29581
4.7038276;-74.0496534;2;2;29582
4.7038296;-74.0704208;2;2;29583
4.7038307;-74.0950528;3;4;29584
4.7038338;-74.0546143;2;3;29585
4.7038357;-74.1352674;3;2;29586
4.7038362;-74.0294496;2;2;29587
4.7038372;-74.1165994;3;4;29588
4.703838;-74.1140547;1;1;29589
4.7038388;-74.0406307;2;4;29590
4.7038428;-74.0954721;4;4;29591
4.703843;-74.05658;3;2;29592
4.7038439;-74.0923967;2;4;29593
4.7038476;-74.0565985;2;2;29594
4.7038485;-74.1075046;3;2;29595
4.703851;-74.1246013;2;1;29596
4.7038536;-74.1048384;3;1;29597
4.7038541;-74.0408816;2;4;29598
4.7038552;-74.0227134;2;1;29599
4.7038575;-74.0409361;2;4;29600
4.7038589;-74.0960012;3;4;29601
4.7038601;-74.0305898;2;2;29602
4.7038608;-74.1220602;3;2;29603
4.703861;-74.1265821;4;1;29604
4.7038651;-74.096282;3;2;29605
4.7038658;-74.0343096;2;3;29606
4.7038686;-74.0964612;3;2;29607
4.7038709;-74.0260972;3;4;29608
4.7038713;-74.0411622;2;4;29609
4.7038732;-74.0677715;2;2;29610
4.7038745;-74.0966926;3;2;29611
4.7038792;-74.049936;3;2;29612
4.7038796;-74.1024159;3;3;29613
4.703881;-74.0969721;3;2;29614
4.703881;-74.0216422;2;1;29615
4.7038816;-74.1281452;2;4;29616
4.7038836;-74.0247338;2;4;29617
4.7038838;-74.062292;4;2;29618
4.7038859;-74.0355366;2;4;29619
4.7038883;-74.0974629;4;2;29620
4.7038884;-74.1164802;3;4;29621
4.7038966;-74.0884587;1;2;29622
4.7039013;-74.0541492;2;2;29623
4.7039015;-74.0653104;2;3;29624
4.7039023;-74.0385264;3;4;29625
4.7039057;-74.1342094;4;4;29626
4.7039057;-74.0978007;2;2;29627
4.7039082;-74.0417749;2;4;29628
4.7039141;-74.0886457;3;2;29629
4.7039156;-74.1140067;2;1;29630
4.7039234;-74.0259904;2;4;29631
4.7039235;-74.1320918;3;4;29632
4.7039242;-74.0344942;2;3;29633
4.7039257;-74.0906731;1;1;29634
4.7039295;-74.108461;1;1;29635
4.7039318;-74.0605609;3;2;29636
4.7039319;-74.0427061;2;4;29637
4.7039334;-74.0465626;3;2;29638
4.7039364;-74.0421781;2;4;29639
4.7039372;-74.0986397;3;2;29640
4.7039396;-74.0357296;3;4;29641
4.7039402;-74.0249894;2;4;29642
4.7039457;-74.0345577;2;3;29643
4.7039479;-74.0980204;3;2;29644
4.7039484;-74.0428693;2;4;29645
4.7039499;-74.130785;4;2;29646
4.7039502;-74.1223214;3;2;29647
4.7039554;-74.0980485;2;1;29648
4.7039571;-74.102365;2;1;29649
4.703958;-74.0489661;2;3;29650
4.7039595;-74.0924114;3;4;29651
4.7039636;-74.0703603;2;2;29652
4.7039641;-74.0892214;3;2;29653
4.7039658;-74.0285787;2;4;29654
4.7039659;-74.1248431;4;1;29655
4.7039678;-74.0424852;2;4;29656
4.7039684;-74.0911934;1;1;29657
4.7039716;-74.0379735;2;4;29658
4.7039728;-74.0234075;2;4;29659
4.7039737;-74.0654137;2;3;29660
4.7039776;-74.1297583;3;2;29661
4.7039801;-74.1293367;3;1;29662
4.7039842;-74.0258893;2;4;29663
4.7039851;-74.0426296;2;4;29664
4.7039865;-74.1330976;3;4;29665
4.7039866;-74.0735815;3;2;29666
4.7039867;-74.0346487;2;3;29667
4.7039884;-74.1281931;2;4;29668
4.7039896;-74.1268586;4;1;29669
4.7039918;-74.1216503;3;1;29670
4.7039934;-74.0246614;2;4;29671
4.7039948;-74.1355819;2;1;29672
4.7039959;-74.0575212;3;2;29673
4.7039961;-74.0427037;4;4;29674
4.7039984;-74.0507216;4;4;29675
4.7040022;-74.0491165;2;3;29676
4.7040041;-74.1094828;2;4;29677
4.7040041;-74.0308143;4;2;29678
4.7040054;-74.0923173;2;1;29679
4.7040073;-74.0546403;2;3;29680
4.7040079;-74.121266;3;2;29681
4.7040095;-74.1000182;2;2;29682
4.7040105;-74.0544605;2;2;29683
4.7040124;-74.0981804;2;1;29684
4.7040166;-74.0436001;2;1;29685
4.7040168;-74.100074;3;3;29686
4.7040201;-74.0899848;4;2;29687
4.7040205;-74.0428653;4;4;29688
4.7040214;-74.1169416;2;2;29689
4.7040214;-74.1036969;2;2;29690
4.7040295;-74.0265118;2;2;29691
4.7040305;-74.0541519;2;2;29692
4.704031;-74.0393935;2;4;29693
4.7040353;-74.1027478;3;3;29694
4.7040357;-74.0358445;2;4;29695
4.7040366;-74.0645929;3;1;29696
4.7040405;-74.0258052;3;4;29697
4.7040429;-74.0374901;3;4;29698
4.7040436;-74.1058594;3;2;29699
4.7040512;-74.0240533;1;1;29700
4.7040536;-74.0347936;2;3;29701
4.7040545;-74.1244456;3;2;29702
4.7040551;-74.1226125;4;2;29703
4.704056;-74.0346037;2;3;29704
4.7040602;-74.1330417;3;4;29705
4.70407;-74.0250767;2;4;29706
4.7040707;-74.1366557;2;3;29707
4.7040728;-74.0215001;2;1;29708
4.7040746;-74.1351102;3;2;29709
4.7040772;-74.0251095;2;4;29710
4.7040794;-74.0912397;1;1;29711
4.7040803;-74.102754;2;1;29712
4.7040806;-74.1208141;1;1;29713
4.7040807;-74.0470411;2;2;29714
4.7040831;-74.1094262;3;4;29715
4.7040832;-74.043597;3;3;29716
4.7040836;-74.0233706;2;4;29717
4.7040842;-74.0362797;2;4;29718
4.704085;-74.0393349;2;4;29719
4.7040856;-74.1292679;1;1;29720
4.7040863;-74.0250299;2;4;29721
4.7040872;-74.123674;4;2;29722
4.704088;-74.1168823;3;4;29723
4.7040883;-74.1078202;3;2;29724
4.7040887;-74.040193;2;3;29725
4.7040899;-74.1036363;4;4;29726
4.704091;-74.0287508;2;4;29727
4.7040919;-74.1148523;1;1;29728
4.7040924;-74.1251088;4;2;29729
4.7040934;-74.0358658;2;4;29730
4.7040941;-74.0908663;1;1;29731
4.7040941;-74.0399828;3;3;29732
4.7040947;-74.1003755;3;4;29733
4.7040954;-74.1002675;2;4;29734
4.7040976;-74.0251321;2;4;29735
4.7040979;-74.0246153;2;4;29736
4.7041009;-74.118552;1;1;29737
4.7041023;-74.0327648;2;4;29738
4.7041048;-74.0397915;2;3;29739
4.7041067;-74.0407053;2;3;29740
4.7041092;-74.0886576;2;1;29741
4.7041104;-74.1143713;1;1;29742
4.704112;-74.0920935;2;1;29743
4.7041144;-74.0349339;2;3;29744
4.7041149;-74.0408709;3;4;29745
4.7041167;-74.1117083;3;4;29746
4.7041176;-74.0409263;3;4;29747
4.7041205;-74.0369459;3;4;29748
4.704122;-74.0531162;2;2;29749
4.7041223;-74.1027482;2;1;29750
4.7041225;-74.0395471;2;3;29751
4.704124;-74.0348553;2;3;29752
4.7041242;-74.1045716;3;2;29753
4.7041247;-74.0392628;2;3;29754
4.7041249;-74.0410734;2;3;29755
